7 18 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
7 19 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
7 20 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
7 21 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
7 22 [array([1, 0, 1, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
7 23 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
7 24 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
7 25 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
7 26 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
7 27 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
7 28 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
7 29 [array([0, 2, 4, 0]), array([1, 1, 0, 0]), array([1, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
7 30 [array([0, 2, 1, 1]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 4])]
7 31 [array([2, 0, 3, 1]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
7 32 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 0, 1, 1])]
7 33 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
7 34 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
7 35 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
7 36 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
7 37 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
7 38 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
7 39 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
7 40 [array([2, 0, 3, 1]), array([0, 1, 1, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
7 41 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
7 42 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
7 43 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
7 44 [array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 2])]
7 45 [array([1, 0, 1, 1]), array([1, 1, 0, 4]), array([0, 2, 1, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
7 46 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
7 47 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
7 48 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
7 49 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
7 50 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
7 51 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
7 52 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
7 53 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 1]), array([1, 1, 0, 2]), array([2, 0, 3, 1])]
7 54 [array([2, 0, 3, 1]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
7 55 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
7 56 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
7 57 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
7 58 [array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 4])]
7 59 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
7 60 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 1, 1])]
7 61 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 0, 1, 1])]
7 62 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
7 63 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
7 64 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 4])]
7 65 [array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
7 66 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
7 67 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
7 68 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
7 69 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
7 70 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
7 71 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
7 72 [array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
7 73 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
7 74 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
7 75 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
7 76 [array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
7 77 [array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
7 78 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
7 79 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
7 80 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 0, 1, 1])]
7 81 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
7 82 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
7 83 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
7 84 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
7 85 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2])]
7 86 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
7 87 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
7 88 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 0, 1, 1]), array([1, 1, 0, 2])]
7 89 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([2, 0, 3, 0])]
7 90 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
7 91 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
7 92 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
7 93 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
7 94 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
7 95 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
7 96 [array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
7 97 [array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
7 98 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
7 99 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
8 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
8 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
8 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
8 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
8 4 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
8 5 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
8 6 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
8 7 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
8 8 [array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
8 9 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0])]
8 10 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
8 11 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 1, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
8 12 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
8 13 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
8 14 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
8 15 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
8 16 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
8 17 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
8 18 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
8 19 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
8 20 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
8 21 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
8 22 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
8 23 [array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
8 24 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
8 25 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
8 26 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
8 27 [array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
8 28 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
8 29 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
8 30 [array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
8 31 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3])]
8 32 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 2, 0, 4]), array([1, 1, 0, 4])]
8 33 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
8 34 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
8 35 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
8 36 [array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
8 37 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
8 38 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
8 39 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
8 40 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
8 41 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
8 42 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
8 43 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 3])]
8 44 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
8 45 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
8 46 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
8 47 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
8 48 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
8 49 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
8 50 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
8 51 [array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
8 52 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
8 53 [array([0, 0, 2, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
8 54 [array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
8 55 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
8 56 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
8 57 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
8 58 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
8 59 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
8 60 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
8 61 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
8 62 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
8 63 [array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
8 64 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
8 65 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
8 66 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
8 67 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 3])]
8 68 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
8 69 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
8 70 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
8 71 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
8 72 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
8 73 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 0, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
8 74 [array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
8 75 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
8 76 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
8 77 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
8 78 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
8 79 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([2, 0, 1, 3])]
8 80 [array([1, 1, 0, 0]), array([1, 1, 2, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([2, 0, 1, 1])]
8 81 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 2, 0, 0])]
8 82 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 0, 1, 1]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
8 83 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
8 84 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
8 85 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
8 86 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
8 87 [array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
8 88 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
8 89 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 3])]
8 90 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
8 91 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
8 92 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
8 93 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
8 94 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
8 95 [array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
8 96 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
8 97 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([0, 2, 1, 1]), array([0, 2, 0, 0])]
8 98 [array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
8 99 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0])]
9 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
9 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
